id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
7446183,Jumeirah Beach Residence,25.080327,55.13821899999999,1690000,1877,900.37,3,4,Medium,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7446987,Downtown Dubai,25.190873999999997,55.281666,1450000,1390,1043.17,2,2,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7447191,Palm Jumeirah,25.106964,55.111349,2606000,1303,2000.0,2,3,High,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
7447919,The Views,25.088532999999998,55.171838,1375000,1349,1019.27,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7449334,Palm Jumeirah,25.125472,55.153066,2600000,1475,1762.71,2,3,Medium,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7450838,Palm Jumeirah,25.132020999999998,55.151405000000004,7649000,2942,2599.93,3,4,Medium,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7451284,Jumeirah Village Circle,25.057252,55.214303,480000,829,579.01,1,2,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7451716,Dubai Marina,25.084335999999997,55.14925,2400000,1508,1591.51,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7452143,Dubai Marina,25.074958,55.138542,800000,522,1532.57,0,1,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7452779,Downtown Dubai,25.200879,55.276331000000006,10820000,2840,3809.86,4,5,Medium,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7453919,Motor City,25.046706,55.246714000000004,629000,1051,598.48,1,1,Low,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7454040,Dubai Sports City,25.042351,55.205661,430000,793,542.24,1,2,Low,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7454509,Jumeirah Village Circle,25.058632,55.202774,410000,796,515.08,1,2,Medium,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
7454968,The Views,25.089719,55.170481,1690000,1305,1295.02,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7455551,Jumeirah Lake Towers,25.07913,55.154713,400888,415,966.0,0,1,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
7456152,Downtown Dubai,25.192470999999998,55.274609,2100000,1312,1600.61,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7456383,DAMAC Hills,25.015253,55.253831000000005,650000,825,787.88,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7457041,Dubai Marina,25.090009,55.146294,1290000,2173,593.65,3,3,Medium,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
7457100,Dubai Sports City,25.042779,55.22176999999999,420000,768,546.88,1,1,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
7457182,Dubai Marina,25.074307,55.132693999999994,1950000,1410,1382.98,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7460028,Downtown Dubai,25.187093,55.278912,1600000,1450,1103.45,2,3,Medium,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
7460598,Dubai Marina,25.087926,55.149224,685000,844,811.61,1,1,Medium,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7460688,Downtown Dubai,25.190267000000002,55.273056000000004,1399900,767,1825.16,1,2,Medium,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7462214,Downtown Dubai,25.201842000000003,55.280473,3400000,1703,1996.48,3,4,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
7464779,Downtown Dubai,25.195039,55.26942,1389900,900,1544.33,1,2,Low,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7465947,Dubai Marina,25.071504,55.128579,850000,708,1200.56,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7467479,Dubai Marina,25.087251000000002,55.145573999999996,1425000,950,1500.0,1,2,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7467970,Jumeirah Village Triangle,25.047255,55.189927000000004,462888,402,1151.46,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7469936,Mohammed Bin Rashid City,25.178495,55.311623,825828,539,1532.15,0,1,High,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
7470403,Dubai Production City (IMPZ),25.027414999999998,55.181316,850000,1083,784.86,2,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7470548,Dubai Marina,25.088431,55.146758999999996,3050000,3201,952.83,4,5,Medium,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7470843,Mohammed Bin Rashid City,25.177819,55.308533,808520,492,1643.33,1,1,High,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True
7472290,Palm Jumeirah,25.123294,55.112014,1760000,1943,905.82,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7473930,Dubai Marina,25.068586,55.12905799999999,850000,592,1435.81,1,1,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
7474784,Dubai Marina,25.071365,55.124993,1690000,1176,1437.07,2,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7477740,Jumeirah Village Circle,25.048461,55.209442,617000,850,725.88,1,2,High,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False
7478091,Downtown Dubai,25.201718,55.270982999999994,3850000,2024,1902.17,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7479816,Dubai Marina,25.087926,55.149224,1355000,1760,769.89,2,3,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7481205,Downtown Dubai,25.195039,55.26942,1375000,856,1606.31,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7483091,Dubai Marina,25.090009,55.146294,1599999,2172,736.65,3,3,Medium,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
7484745,Falcon City of Wonders,25.103784,55.339287,863400,549,1572.68,1,2,Medium,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
7484753,Falcon City of Wonders,25.103784,55.339287,641700,405,1584.44,0,1,Medium,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
7484765,Palm Jumeirah,25.110723999999998,55.139576,1250000,1355,922.51,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7484767,Dubai Marina,25.070605,55.133230000000005,3200000,2280,1403.51,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7485742,Downtown Dubai,25.186913,55.277919,1700000,1663,1022.25,2,3,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7488486,Dubai Marina,25.087251000000002,55.145573999999996,2050000,1500,1366.67,2,3,Low,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7488606,Business Bay,25.18219,55.271356000000004,1441498,1417,1017.29,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7489254,Business Bay,25.185772,55.2861,2299880,2370,970.41,3,4,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7490194,Downtown Dubai,25.193039000000002,55.273284,1789000,986,1814.4,1,2,Medium,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7490515,Dubai Marina,25.087251000000002,55.145573999999996,3450000,1746,1975.95,3,3,High,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
7490580,Downtown Dubai,25.200879,55.276331000000006,3094900,1285,2408.48,2,3,Low,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7490840,Palm Jumeirah,25.115747,55.142615,1890000,1587,1190.93,1,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
7490994,Dubai Marina,25.073778,55.132888,1500000,926,1619.87,1,2,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7491015,Dubai Marina,25.071365,55.124993,1800000,1056,1704.55,2,2,Medium,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7491519,Palm Jumeirah,25.132020999999998,55.151405000000004,5790000,3447,1679.72,3,4,Medium,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
7491930,Dubai Creek Harbour (The Lagoons),25.206345000000002,55.345142,2800000,1930,1450.78,3,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
7493701,Palm Jumeirah,25.110559,55.137575,2800000,2250,1244.44,3,4,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
7493896,Palm Jumeirah,25.111107999999998,55.137591,2399999,2439,984.01,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
7494105,Dubai Creek Harbour (The Lagoons),25.201227,55.349109999999996,864000,690,1252.17,1,1,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
7498023,Jumeirah Beach Residence,25.072569,55.126527,1540000,640,2406.25,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7498033,Jumeirah Beach Residence,25.072569,55.126527,1600000,639,2503.91,1,2,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7498045,Jumeirah Beach Residence,25.072569,55.126527,2320000,1160,2000.0,2,3,Low,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7498068,Jumeirah Beach Residence,25.072569,55.126527,2320000,1981,1171.13,2,3,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7498074,Jumeirah Beach Residence,25.072569,55.126527,2450000,1181,2074.51,2,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7498076,Jumeirah Beach Residence,25.072569,55.126527,2450000,1181,2074.51,2,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7498085,Downtown Dubai,25.193703,55.271223,2700000,1300,2076.92,2,3,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7498091,Downtown Dubai,25.194876999999998,55.28314399999999,2167888,800,2709.86,1,2,Low,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7498113,Downtown Dubai,25.201204,55.270189,1700000,977,1740.02,1,2,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7498233,Dubai Creek Harbour (The Lagoons),25.195295,55.365798999999996,1667888,1170,1425.55,2,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7498238,Dubai Creek Harbour (The Lagoons),25.20863,55.345967,1399888,820,1707.18,1,2,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
7498240,Dubai Hills Estate,25.099132,55.243981999999995,1051888,727,1446.89,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7498241,Dubai Hills Estate,25.099132,55.243981999999995,1050888,723,1453.51,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7498243,Dubai Hills Estate,25.099132,55.243981999999995,1021888,742,1377.21,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7498265,Dubai Creek Harbour (The Lagoons),25.195854,55.349638,1040000,643,1617.42,1,2,Low,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7498291,Dubai Marina,25.080542,55.14034300000001,1964888,992,1980.73,1,2,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7498331,Dubai Harbour,25.0967,55.139276,1370888,746,1837.65,1,2,Medium,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7498381,Dubai Harbour,25.099793,55.141746,1722888,789,2183.63,1,2,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7498393,Dubai Harbour,25.099744,55.14145500000001,1949888,1139,1711.93,2,3,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
7498437,Dubai Harbour,25.099793,55.141746,4000000,2097,1907.49,3,4,Low,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7498440,Dubai Harbour,25.09938,55.141275,1500000,745,2013.42,1,2,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
7498449,Dubai Harbour,25.099744,55.14145500000001,1150000,729,1577.5,1,2,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
7498589,Dubai Creek Harbour (The Lagoons),25.209767000000003,55.345907999999994,2500000,1501,1665.56,2,3,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7498593,Dubai Creek Harbour (The Lagoons),25.203844,55.34419499999999,1739999,1143,1522.31,2,3,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7498746,Business Bay,25.188679999999998,55.267099,5460661,1400,3900.47,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7498783,Dubai Hills Estate,25.111805,55.24734,1471888,996,1477.8,2,3,Low,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7498785,Dubai Hills Estate,25.111805,55.24734,1165000,998,1167.33,2,3,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7498811,Dubai Marina,25.071448,55.131088,1900000,2352,807.82,2,3,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7498912,Dubai Creek Harbour (The Lagoons),25.202807999999997,55.343101000000004,3621888,1847,1960.96,3,4,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7498995,Downtown Dubai,25.194031,55.269318000000005,1780888,998,1784.46,2,3,Low,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7499015,Downtown Dubai,25.194031,55.269318000000005,1780888,994,1791.64,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7499047,Dubai Creek Harbour (The Lagoons),25.201227,55.349109999999996,2042888,1393,1466.54,3,4,Low,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7499119,Jumeirah,25.240419,55.25277,1710000,1301,1314.37,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7499120,Jumeirah,25.240419,55.25277,6400000,2932,2182.81,4,5,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7499153,Jumeirah,25.240419,55.25277,1234000,817,1510.4,1,2,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7499154,Jumeirah,25.240419,55.25277,1737000,1290,1346.51,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7499156,Jumeirah,25.240419,55.25277,1459000,794,1837.53,1,2,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7499162,Jumeirah,25.240419,55.25277,1868000,1216,1536.18,2,3,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7499189,Umm Suqeim,25.137198,55.189006000000006,2008000,1348,1489.61,2,3,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7499209,Business Bay,25.193359,55.264968,1592892,1323,1204.0,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7499211,Business Bay,25.193359,55.264968,1650000,1300,1269.23,2,3,Medium,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7499249,Palm Jumeirah,25.112192999999998,55.138635,649888,314,2069.71,0,1,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7499263,Palm Jumeirah,25.112192999999998,55.138635,876888,353,2484.1,0,1,Low,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7499691,Dubai Marina,25.087147,55.14668100000001,1600000,975,1641.03,1,2,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
7499773,Dubai Harbour,25.0967,55.139276,1750000,1109,1578.0,2,3,Low,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7499776,Downtown Dubai,25.195483,55.271797,1950000,1120,1741.07,2,2,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7499777,Downtown Dubai,25.202977,55.280662,1550000,1216,1274.67,2,3,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
7500062,Dubai Silicon Oasis,25.123141,55.398644,850000,1650,515.15,2,3,Medium,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
7500585,Culture Village,25.225739,55.338680000000004,1500000,1357,1105.38,2,3,High,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
7501732,Jumeirah Village Circle,25.04866,55.20955,657903,851,773.09,1,2,Medium,False,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
7501777,Jumeirah,25.240419,55.25277,1367000,818,1671.15,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7502037,Downtown Dubai,25.196489,55.272126,18614888,5383,3458.09,4,6,High,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True
7502109,Mina Rashid,25.273623,55.283576000000004,1500888,2070,725.07,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False
7503448,Dubai Sports City,25.039514,55.217965,520000,1071,485.53,2,3,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7503950,Dubai Marina,25.073778,55.132888,1900000,2314,821.09,2,2,Medium,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7505722,Palm Jumeirah,25.112725,55.109525,1750000,1750,1000.0,2,3,Medium,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7505887,Al Barari,25.100921,55.313162,4500000,3845,1170.35,3,4,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7506985,Dubai Marina,25.088431,55.146758999999996,3000000,3180,943.4,4,4,High,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False
7506998,Downtown Dubai,25.194282,55.271884,12930000,3049,4240.73,4,6,Low,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7508054,Dubai Hills Estate,25.114553,55.246280000000006,1750000,1606,1089.66,3,3,Medium,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7508680,The Views,25.088532999999998,55.171838,1375000,1380,996.38,2,3,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
7508706,Bluewaters,25.079276,55.12067,3100000,1488,2083.33,2,3,Low,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7508942,Downtown Dubai,25.195483,55.271797,1690000,1150,1469.57,2,2,High,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True
7509875,Business Bay,25.192522,55.266317,799900,989,808.8,1,1,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
7510165,Town Square,25.010599,55.281229,580000,631,919.18,1,1,Medium,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
7511976,Old Town,25.188743,55.275681999999996,1700000,1335,1273.41,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7512119,Palm Jumeirah,25.111107999999998,55.137591,1699000,1338,1269.81,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False
7512707,Downtown Dubai,25.18984,55.281004,1400000,1299,1077.75,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7513562,Dubai Marina,25.075974,55.135687,2450000,2204,1111.62,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7515468,City Walk,25.208262,55.262829,2298999,1862,1234.69,2,3,Medium,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
7515784,Business Bay,25.183515,55.26667,605000,513,1179.34,0,1,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7516008,Dubai Silicon Oasis,25.112525,55.376107,599000,885,676.84,1,2,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7516043,Downtown Dubai,25.194282,55.271884,4681888,1720,2722.03,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7516456,Jumeirah Beach Residence,25.078122,55.134763,2500000,1817,1375.89,2,3,Medium,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
7517492,Dubai Marina,25.072375,55.136286,1800000,1281,1405.15,2,3,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7518376,Dubai Marina,25.086376,55.14736,1890000,1255,1505.98,2,3,Low,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7518920,Palm Jumeirah,25.112725,55.109525,1750000,1812,965.78,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7519087,Downtown Dubai,25.202977,55.280662,1100000,730,1506.85,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7519980,Dubai Hills Estate,25.109367000000002,55.247980000000005,900000,989,910.01,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
